STATION_ID,DURATION,SENSOR_NUMBER,SENS_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
DAN,D,18,SNOW DP,,20200124,,r,INCHES
DAN,D,18,SNOW DP,,20200125,,r,INCHES
DAN,D,18,SNOW DP,,20200126,,r,INCHES
DAN,D,18,SNOW DP,,20200127,,r,INCHES
DAN,D,18,SNOW DP,,20200128,,r,INCHES
DAN,D,18,SNOW DP,,20200129,,r,INCHES
DAN,D,18,SNOW DP,,20200130,,r,INCHES
DAN,D,18,SNOW DP,,20200131,,r,INCHES
DAN,D,18,SNOW DP,,20200201,,r,INCHES
DAN,D,18,SNOW DP,,20200202,,r,INCHES
DAN,D,18,SNOW DP,,20200203,,r,INCHES
DAN,D,18,SNOW DP,,20200204,,r,INCHES
DAN,D,18,SNOW DP,,20200205,42,,INCHES
DAN,D,18,SNOW DP,,20200206,3,,INCHES
DAN,D,18,SNOW DP,,20200207,38,,INCHES
DAN,D,18,SNOW DP,,20200208,40,,INCHES
DAN,D,18,SNOW DP,,20200209,2,,INCHES
DAN,D,18,SNOW DP,,20200210,40,,INCHES
DAN,D,18,SNOW DP,,20200211,3,,INCHES
